Token,is_Stop_Word,Lemmatized,Tag,Tag Explanation,Part of Speech Tag,Dependency Parsing
new,False,new,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
heights,False,height,NNS,"noun, plural",NOUN,dobj
after,True,after,IN,"conjunction, subordinating or preposition",SCONJ,mark
he,True,he,PRP,"pronoun, personal",PRON,nsubj
helped,False,helped,VBD,"verb, past tense",AUX,aux
overthrow,False,overthrow,VB,"verb, base form",VERB,advcl
Bashir,False,Bashir,NNP,"noun, proper singular",PROPN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
2019,False,2019,CD,cardinal number,NUM,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
went,False,go,VBD,"verb, past tense",VERB,conj
on,True,on,RP,"adverb, particle",ADP,prt
to,True,to,TO,"infinitival ""to""",PART,aux
become,True,become,VB,"verb, base form",VERB,advcl
the,True,the,DT,determiner,DET,det
military,False,military,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
junta,False,junta,NN,"noun, singular or mass",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
deputy,False,deputy,NN,"noun, singular or mass",NOUN,compound
leader,False,leader,NN,"noun, singular or mass",NOUN,attr
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
His,True,his,PRP$,"pronoun, possessive",PRON,poss
ties,False,tie,NNS,"noun, plural",NOUN,nsubj
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
United,False,United,NNP,"noun, proper singular",PROPN,compound
Arab,False,Arab,NNP,"noun, proper singular",PROPN,compound
Emirates,False,Emirates,NNPS,"noun, proper plural",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
Russia,False,Russia,NNP,"noun, proper singular",PROPN,conj
appeared,False,appear,VBD,"verb, past tense",VERB,ROOT
to,True,to,TO,"infinitival ""to""",PART,aux
have,True,have,VB,"verb, base form",AUX,aux
consolidated,False,consolidate,VBN,"verb, past participle",VERB,xcomp
his,True,his,PRP$,"pronoun, possessive",PRON,poss
political,False,political,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
power,False,power,NN,"noun, singular or mass",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
helped,False,help,VBD,"verb, past tense",VERB,conj
turn,False,turn,VB,"verb, base form",VERB,xcomp
him,True,he,PRP,"pronoun, personal",PRON,dobj
into,True,into,IN,"conjunction, subordinating or preposition",ADP,prep
one,True,one,CD,cardinal number,NUM,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
Sudan,False,Sudan,NNP,"noun, proper singular",PROPN,poss
’s,True,’s,POS,possessive ending,PART,case
wealthiest,False,wealthy,JJS,"adjective, superlative",ADJ,amod
men,False,man,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Another,True,another,DT,determiner,DET,det
characteristic,False,characteristic,NN,"noun, singular or mass",NOUN,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
ethnic,False,ethnic,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
cleansing,False,cleansing,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
early,False,early,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
2000s,False,2000s,CD,cardinal number,NUM,pobj
was,True,be,VBD,"verb, past tense",AUX,ROOT
mass,False,mass,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
rapes,False,rape,NNS,"noun, plural",NOUN,attr
",",False,",",",","punctuation mark, comma",PUNCT,punct
extensively,False,extensively,RB,adverb,ADV,advmod
documented,False,document,VBN,"verb, past participle",VERB,advcl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
experts,False,expert,NNS,"noun, plural",NOUN,nmod
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
rights,False,right,NNS,"noun, plural",NOUN,conj
groups,False,group,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
According,False,accord,VBG,"verb, gerund or present participle",VERB,prep
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
witness,False,witness,NN,"noun, singular or mass",NOUN,compound
testimony,False,testimony,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
brutal,False,brutal,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
tactic,False,tactic,NN,"noun, singular or mass",NOUN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ROOT
back,True,back,RB,adverb,ADV,advmod
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
full,True,full,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
force,False,force,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
strategy,False,strategy,NN,"noun, singular or mass",NOUN,nsubjpass
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
raping,False,rape,VBG,"verb, gerund or present participle",VERB,pcomp
women,False,woman,NNS,"noun, plural",NOUN,dobj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,auxpass
used,True,use,VBN,"verb, past participle",VERB,ccomp
extensively,False,extensively,RB,adverb,ADV,advmod
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
said,False,say,VBD,"verb, past tense",VERB,ROOT
Hala,False,Hala,NNP,"noun, proper singular",PROPN,compound
al,False,al,NNP,"noun, proper singular",PROPN,compound
-,False,-,HYPH,"punctuation mark, hyphen",PUNCT,punct
Karib,False,Karib,NNP,"noun, proper singular",PROPN,nsubj
",",False,",",",","punctuation mark, comma",PUNCT,punct
regional,False,regional,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
director,False,director,NN,"noun, singular or mass",NOUN,appos
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
women,False,woman,NNS,"noun, plural",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
rights,False,right,NNS,"noun, plural",NOUN,compound
group,False,group,NNP,"noun, proper singular",PROPN,compound
SIHA,False,SIHA,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
have,True,have,VBP,"verb, non-3rd person singular present",AUX,aux
used,True,use,VBN,"verb, past participle",VERB,ROOT
it,True,it,PRP,"pronoun, personal",PRON,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
to,True,to,TO,"infinitival ""to""",PART,aux
humiliate,False,humiliate,VB,"verb, base form",VERB,xcomp
the,True,the,DT,determiner,DET,det
indigenous,False,indigenous,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
Darfuri,False,Darfuri,NNP,"noun, proper singular",PROPN,compound
population,False,population,NN,"noun, singular or mass",NOUN,dobj
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
20,False,20,CD,cardinal number,NUM,nummod
years,False,year,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
The,True,the,DT,determiner,DET,det
sad,False,sad,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
part,True,part,NN,"noun, singular or mass",NOUN,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ROOT
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
they,True,they,PRP,"pronoun, personal",PRON,nsubj
became,True,become,VBD,"verb, past tense",VERB,ccomp
very,True,very,RB,adverb,ADV,advmod
comfortable,False,comfortable,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
it,True,it,PRP,"pronoun, personal",PRON,pobj
because,True,because,IN,"conjunction, subordinating or preposition",SCONJ,mark
they,True,they,PRP,"pronoun, personal",PRON,nsubjpass
were,True,be,VBD,"verb, past tense",AUX,auxpass
never,True,never,RB,adverb,ADV,neg
held,False,hold,VBN,"verb, past participle",VERB,advcl
accountable,False,accountable,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,oprd
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
it,True,it,PRP,"pronoun, personal",PRON,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
Dozens,False,dozen,NNS,"noun, plural",NOUN,nsubjpass
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
incidents,False,incident,NNS,"noun, plural",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
sexual,False,sexual,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
assault,False,assault,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
including,False,include,VBG,"verb, gerund or present participle",VERB,prep
gang,False,gang,NN,"noun, singular or mass",NOUN,compound
rapes,False,rape,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
the,True,the,DT,determiner,DET,det
assault,False,assault,NN,"noun, singular or mass",NOUN,conj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
female,False,female,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
minors,False,minor,NNS,"noun, plural",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
have,True,have,VBP,"verb, non-3rd person singular present",AUX,aux
been,True,be,VBN,"verb, past participle",AUX,auxpass
confirmed,False,confirm,VBN,"verb, past participle",VERB,ROOT
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
non,False,non,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
-,False,-,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
profit,False,profit,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
groups,False,group,NNS,"noun, plural",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
experts,False,expert,NNS,"noun, plural",NOUN,conj
since,True,since,IN,"conjunction, subordinating or preposition",SCONJ,prep
the,True,the,DT,determiner,DET,det
start,False,start,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
latest,False,late,JJS,"adjective, superlative",ADJ,amod
conflict,False,conflict,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
Most,True,Most,JJS,"adjective, superlative",ADJ,nsubj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
these,True,these,DT,determiner,PRON,pobj
occurred,False,occur,VBD,"verb, past tense",VERB,ROOT
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
The,True,the,DT,determiner,DET,det
United,False,United,NNP,"noun, proper singular",PROPN,compound
Nations,False,Nations,NNP,"noun, proper singular",PROPN,nsubj
says,False,say,VBZ,"verb, 3rd person singular present",VERB,ROOT
it,True,it,PRP,"pronoun, personal",PRON,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
received,False,receive,VBN,"verb, past participle",VERB,ccomp
reports,False,report,NNS,"noun, plural",NOUN,dobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
sexual,False,sexual,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
assault,False,assault,NN,"noun, singular or mass",NOUN,pobj
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
humanitarian,False,humanitarian,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
workers,False,worker,NNS,"noun, plural",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
region,False,region,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
late,False,late,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
May,True,May,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
the,True,the,DT,determiner,DET,det
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
government,False,government,NN,"noun, singular or mass",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
Combating,False,combat,VBG,"verb, gerund or present participle",VERB,compound
Violence,False,Violence,NNP,"noun, proper singular",PROPN,nsubj
Against,True,against,IN,"conjunction, subordinating or preposition",ADP,prep
Women,False,Women,NNP,"noun, proper singular",PROPN,compound
Unit,False,Unit,NNP,"noun, proper singular",PROPN,pobj
recorded,False,record,VBD,"verb, past tense",VERB,ROOT
at,True,at,RB,adverb,ADV,advmod
least,True,least,RBS,"adverb, superlative",ADV,advmod
36,False,36,CD,cardinal number,NUM,nummod
cases,False,case,NNS,"noun, plural",NOUN,dobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
sexual,False,sexual,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
assault,False,assault,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
capital,False,capital,NN,"noun, singular or mass",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
25,False,25,CD,cardinal number,NUM,nummod
cases,False,case,NNS,"noun, plural",NOUN,conj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
with,True,with,IN,"conjunction, subordinating or preposition",ADP,prep
18,False,18,CD,cardinal number,NUM,pobj
perpetrated,False,perpetrate,VBN,"verb, past participle",VERB,acl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
men,False,man,NNS,"noun, plural",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
RSF,False,RSF,NNP,"noun, proper singular",PROPN,compound
uniforms,False,uniform,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"    
     
            ",False,"    
     
            ",_SP,whitespace,SPACE,dep
But,True,but,CC,"conjunction, coordinating",CCONJ,cc
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
activists,False,activist,NNS,"noun, plural",NOUN,nsubj
claim,False,claim,VBP,"verb, non-3rd person singular present",VERB,ROOT
that,True,that,IN,"conjunction, subordinating or preposition",SCONJ,mark
the,True,the,DT,determiner,DET,det
assaults,False,assault,NNS,"noun, plural",NOUN,nsubj
are,True,be,VBP,"verb, non-3rd person singular present",AUX,ccomp
much,True,much,RB,adverb,ADV,advmod
more,True,more,RBR,"adverb, comparative",ADV,advmod
widespread,False,widespread,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
one,True,one,CD,cardinal number,NUM,nummod
case,False,case,NN,"noun, singular or mass",NOUN,pobj
described,False,describe,VBN,"verb, past participle",VERB,acl
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
SIHA,False,SIHA,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
24,False,24,CD,cardinal number,NUM,nummod
women,False,woman,NNS,"noun, plural",NOUN,nsubjpass
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
girls,False,girl,NNS,"noun, plural",NOUN,conj
were,True,be,VBD,"verb, past tense",AUX,auxpass
abducted,False,abduct,VBN,"verb, past participle",VERB,ROOT
at,True,at,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Daman,False,Daman,NNP,"noun, proper singular",PROPN,compound
hotel,False,hotel,NN,"noun, singular or mass",NOUN,pobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
south,False,south,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,compound
Darfur,False,Darfur,NNP,"noun, proper singular",PROPN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
repeatedly,False,repeatedly,RB,adverb,ADV,advmod
raped,False,rape,VBD,"verb, past tense",VERB,conj
for,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
three,True,three,CD,cardinal number,NUM,nummod
days,False,day,NNS,"noun, plural",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
The,True,the,DT,determiner,DET,det
oldest,False,old,JJS,"adjective, superlative",ADJ,amod
woman,False,woman,NN,"noun, singular or mass",NOUN,nsubj
was,True,be,VBD,"verb, past tense",AUX,ROOT
56,False,56,CD,cardinal number,NUM,nummod
years,False,year,NNS,"noun, plural",NOUN,npadvmod
old,False,old,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
the,True,the,DT,determiner,DET,det
youngest,False,young,JJS,"adjective, superlative",ADJ,nsubj
was,True,be,VBD,"verb, past tense",AUX,conj
14,False,14,CD,cardinal number,NUM,attr
",",False,",",",","punctuation mark, comma",PUNCT,punct
according,False,accord,VBG,"verb, gerund or present participle",VERB,prep
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
SIHA,False,SIHA,NNP,"noun, proper singular",PROPN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
Rapes,False,rape,NNS,"noun, plural",NOUN,nsubjpass
are,True,be,VBP,"verb, non-3rd person singular present",AUX,aux
also,True,also,RB,adverb,ADV,advmod
being,True,be,VBG,"verb, gerund or present participle",AUX,auxpass
reported,False,report,VBN,"verb, past participle",VERB,ROOT
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
capital,False,capital,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
where,True,where,WRB,wh-adverb,SCONJ,advmod
the,True,the,DT,determiner,DET,det
RSF,False,RSF,NNP,"noun, proper singular",PROPN,nsubj
has,True,have,VBZ,"verb, 3rd person singular present",AUX,aux
repeatedly,False,repeatedly,RB,adverb,ADV,advmod
commandeered,False,commandeer,VBN,"verb, past participle",VERB,relcl
people,False,people,NNS,"noun, plural",NOUN,poss
’s,True,’s,POS,possessive ending,PART,case
homes,False,home,NNS,"noun, plural",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
expelling,False,expel,VBG,"verb, gerund or present participle",VERB,advcl
the,True,the,DT,determiner,DET,det
residents,False,resident,NNS,"noun, plural",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
looting,False,loot,VBG,"verb, gerund or present participle",VERB,conj
their,True,their,PRP$,"pronoun, possessive",PRON,poss
belongings,False,belonging,NNS,"noun, plural",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
while,True,while,IN,"conjunction, subordinating or preposition",SCONJ,mark
combating,False,combat,VBG,"verb, gerund or present participle",VERB,advcl
air,False,air,NN,"noun, singular or mass",NOUN,compound
attacks,False,attack,NNS,"noun, plural",NOUN,dobj
by,True,by,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
Sudanese,False,sudanese,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
military,False,military,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
video,False,video,NN,"noun, singular or mass",NOUN,pobj
obtained,False,obtain,VBN,"verb, past participle",VERB,acl
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
verified,False,verify,VBN,"verb, past participle",VERB,conj
by,True,by,IN,"conjunction, subordinating or preposition",ADP,agent
CNN,False,CNN,NNP,"noun, proper singular",PROPN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
one,True,one,CD,cardinal number,NUM,nummod
fighter,False,fighter,NN,"noun, singular or mass",NOUN,nsubjpass
is,True,be,VBZ,"verb, 3rd person singular present",AUX,auxpass
seen,False,see,VBN,"verb, past participle",VERB,ROOT
raping,False,rape,VBG,"verb, gerund or present participle",VERB,xcomp
a,True,a,DT,determiner,DET,det
woman,False,woman,NN,"noun, singular or mass",NOUN,dobj
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
front,True,front,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
yard,False,yard,NN,"noun, singular or mass",NOUN,pobj
of,True,of,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
Khartoum,False,Khartoum,NNP,"noun, proper singular",PROPN,compound
home,False,home,NN,"noun, singular or mass",NOUN,pobj
while,True,while,IN,"conjunction, subordinating or preposition",SCONJ,prep
another,True,another,DT,determiner,PRON,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
wearing,False,wear,VBG,"verb, gerund or present participle",VERB,advcl
RSF,False,RSF,NNP,"noun, proper singular",PROPN,compound
uniform,False,uniform,NN,"noun, singular or mass",NOUN,dobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
stands,False,stand,VBZ,"verb, 3rd person singular present",VERB,conj
outside,False,outside,IN,"conjunction, subordinating or preposition",ADP,prep
keeping,False,keep,VBG,"verb, gerund or present participle",VERB,pcomp
watch,False,watch,NN,"noun, singular or mass",NOUN,dobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
For,True,for,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
people,False,people,NNS,"noun, plural",NOUN,pobj
that,True,that,WDT,wh-determiner,PRON,nsubj
say,True,say,VBP,"verb, non-3rd person singular present",VERB,relcl
there,True,there,EX,existential there,PRON,expl
is,True,be,VBZ,"verb, 3rd person singular present",VERB,ccomp
no,True,no,DT,determiner,DET,det
rape,False,rape,NN,"noun, singular or mass",NOUN,attr
",",False,",",",","punctuation mark, comma",PUNCT,punct
this,True,this,DT,determiner,PRON,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,ccomp
rape,False,rape,NN,"noun, singular or mass",NOUN,attr
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
says,False,say,VBZ,"verb, 3rd person singular present",VERB,ROOT
the,True,the,DT,determiner,DET,det
person,False,person,NN,"noun, singular or mass",NOUN,nsubj
surreptitiously,False,surreptitiously,RB,adverb,ADV,advmod
recording,False,record,VBG,"verb, gerund or present participle",VERB,ccomp
the,True,the,DT,determiner,DET,det
video,False,video,NN,"noun, singular or mass",NOUN,dobj
from,True,from,IN,"conjunction, subordinating or preposition",ADP,prep
across,True,across,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
street,False,street,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
"
     
            ",False,"
     
            ",_SP,whitespace,SPACE,dep
“,False,"""",``,opening quotation mark,PUNCT,punct
And,True,and,CC,"conjunction, coordinating",CCONJ,cc
this,True,this,DT,determiner,DET,det
guy,False,guy,NN,"noun, singular or mass",NOUN,nsubj
stands,False,stand,VBZ,"verb, 3rd person singular present",VERB,ccomp
there,True,there,RB,adverb,ADV,advmod
to,True,to,TO,"infinitival ""to""",PART,aux
make,True,make,VB,"verb, base form",VERB,advcl
sure,False,sure,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,acomp
(,False,(,-LRB-,left round bracket,PUNCT,punct
the,True,the,DT,determiner,DET,det
perpetrator,False,perpetrator,NN,"noun, singular or mass",NOUN,nsubj
),False,),-RRB-,right round bracket,PUNCT,punct
is,True,be,VBZ,"verb, 3rd person singular present",AUX,auxpass
protected,False,protect,VBN,"verb, past participle",VERB,conj
",",False,",",",","punctuation mark, comma",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
the,True,the,DT,determiner,DET,det
person,False,person,NN,"noun, singular or mass",NOUN,nsubj
says,False,say,VBZ,"verb, 3rd person singular present",VERB,ROOT
",",False,",",",","punctuation mark, comma",PUNCT,punct
panning,False,pan,VBG,"verb, gerund or present participle",VERB,advcl
to,True,to,IN,"conjunction, subordinating or preposition",ADP,prep
the,True,the,DT,determiner,DET,det
man,False,man,NN,"noun, singular or mass",NOUN,pobj
wearing,False,wear,VBG,"verb, gerund or present participle",VERB,acl
RSF,False,RSF,NNP,"noun, proper singular",PROPN,compound
uniform,False,uniform,NN,"noun, singular or mass",NOUN,dobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
acting,False,act,VBG,"verb, gerund or present participle",VERB,conj
as,True,as,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
lookout,False,lookout,NN,"noun, singular or mass",NOUN,pobj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
“,False,"""",``,opening quotation mark,PUNCT,punct
This,True,this,DT,determiner,PRON,nsubj
is,True,be,VBZ,"verb, 3rd person singular present",AUX,aux
happening,False,happen,VBG,"verb, gerund or present participle",VERB,ROOT
in,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
public,False,public,NN,"noun, singular or mass",NOUN,pobj
",",False,",",",","punctuation mark, comma",PUNCT,punct
on,True,on,IN,"conjunction, subordinating or preposition",ADP,prep
a,True,a,DT,determiner,DET,det
main,False,main,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
street,False,street,NN,"noun, singular or mass",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
with,True,with,IN,"conjunction, subordinating or preposition",ADP,conj
total,False,total,JJ,"adjective (English), other noun-modifier (Chinese)",ADJ,amod
audacity,False,audacity,NN,"noun, singular or mass",NOUN,pobj
and,True,and,CC,"conjunction, coordinating",CCONJ,cc
insolence,False,insolence,NN,"noun, singular or mass",NOUN,conj
.,False,.,.,"punctuation mark, sentence closer",PUNCT,punct
”,False,"""",'',closing quotation mark,PUNCT,punct
" 
     
            ",False," 
     
            ",_SP,whitespace,SPACE,dep
In,True,in,IN,"conjunction, subordinating or preposition",ADP,prep
